SNO,INSTCODE,NAME_OF_THE_INSTITUTION,TYPE,INST_REG,DIST,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLFEE
8,ACES,ADITYA COLLEGE OF ENGINEERING,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2008,AU,CSM,69873,69873,141803,148215,145909,151684,99508,99508,76066,98465,69873,100375,69873,69873,101969,121824,48253,48592,45600
9,ACES,ADITYA COLLEGE OF ENGINEERING,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2008,AU,CSO,55258,55258,58892,147004,59229,151558,102699,123691,86838,89188,55258,55258,61140,64330,125120,125120,58314,54800,45600
10,ACES,ADITYA COLLEGE OF ENGINEERING,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2008,AU,ECE,48585,48755,151117,151117,147480,150622,120859,120859,77077,81556,50811,50811,61313,63146,116262,116262,52474,52205,45600
11,ACES,ADITYA COLLEGE OF ENGINEERING,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2008,AU,EEE,60435,60435,75560,75560,70280,70280,128457,128457,87796,93589,60435,60435,78720,134227,60435,60435,72679,66107,45600
12,ACES,ADITYA COLLEGE OF ENGINEERING,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2008,AU,INF,47891,51419,146661,146661,143060,143060,107614,107614,66717,74488,47891,51419,59803,65309,48542,95405,48483,49253,45600
13,ACES,ADITYA COLLEGE OF ENGINEERING,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2008,AU,MEC,108600,108600,108600,108600,119764,143143,108600,138628,124075,124075,108600,108600,124814,127972,118402,118402,114422,126901,45600
14,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,CIV,100266,115009,138597,138597,109782,115009,125963,138945,136694,136694,100266,115009,118267,118267,100266,138598,79346,100641,45600
15,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,CSD,45294,45294,122943,136423,124647,151542,68172,68172,57264,57264,45294,45294,47392,47392,78889,78889,40671,39665,45600
16,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,CSE,22060,22060,81280,81280,144040,144040,43948,43948,34870,35529,49457,49457,30636,30636,57439,57439,24471,24643,45600
17,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,CSM,32310,32310,114790,128532,121602,135973,70682,77070,50678,50678,32310,133053,42380,42380,88905,93558,50256,36703,45600
18,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,ECE,42167,42167,125056,125056,127246,142671,72446,91709,63482,63482,42740,45004,52233,52835,136500,136500,44904,44836,45600
19,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,EEE,61987,65182,141738,149185,150555,150555,122993,136364,89401,89548,61987,65182,71552,71552,84260,84260,62904,66995,45600
20,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,INF,47494,47494,134148,138811,130098,132886,54387,66348,56018,57518,47936,47936,49410,50424,126421,126421,41550,41083,45600
21,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,MEC,123569,123569,151511,151511,123569,123569,144301,146026,130406,131947,123569,123569,123569,123569,142844,148102,115321,119504,45600
22,ACPS,ADITYA COLLEGE OF PHARMACY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2006,AU,PHM,151657,151657,151657,151657,151657,151657,151657,151657,151657,151657,151657,151657,151657,151657,151657,151657,107474,99480,45600
23,ADCP,ADARSHA COLL OF PHARMACY,PVT,AU,EG,G.KOTHAPALLI,COED,JNTUK,2008,AU,PHM,116627,128309,116627,128309,116627,128309,116627,128309,116627,128309,116627,128309,116627,128309,116627,128309,107474,99480,45600
24,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,AGR,108653,108653,136585,136585,148582,148582,132839,147395,150567,150567,108653,130749,132020,132020,138023,138023,122840,148764,45600
25,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,AIM,22560,22560,90768,98471,96550,100000,42332,47518,34458,36852,126572,126572,35911,36360,78122,78122,25742,25921,45600
26,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CIV,83330,83330,147807,147807,98890,98890,121219,121219,124909,131562,83330,83330,96083,96083,83330,133900,98140,96315,45600
27,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSD,17113,49771,82881,82881,126869,126869,35211,49771,32496,49771,75458,75458,20040,49771,39090,49771,18280,18161,45600
28,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSE,13238,13238,50954,50954,82407,82407,23596,23596,22061,22067,34919,34919,18602,18602,35515,35515,13225,13630,45600
29,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,ECE,28572,28572,98223,98223,120016,148350,57408,57408,47713,47713,136277,136277,36273,42355,103532,128698,70594,35822,45600
30,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,EEE,77599,77599,139022,141415,132952,132952,114269,118517,85903,88140,77599,77599,77599,84329,77599,77599,58790,57149,45600
31,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,INF,23582,23582,105620,105620,105909,107269,44987,59718,43335,43335,23582,23582,66805,66805,98012,98012,26939,26279,45600
32,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,MEC,70738,104377,138369,144838,89334,145687,114821,115404,92250,104377,91833,104377,118627,118627,70738,127088,86077,93061,45600
33,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,MIN,128595,128595,134262,134262,128595,128595,149794,149794,133037,133037,128595,128595,128595,132652,128595,128595,150220,120391,45600
34,ADTP,ADITYA ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,PET,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,106391,119110,151745,151745,151745,151745,131738,128657,45600
35,ANURSF,"ADI KAVI NANNAYA UNIVERSITY
COLLEGE OF ENGG.-SELF FINANCE",SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,CIV,122303,148624,151388,151388,122303,148624,122303,148624,122303,148624,122303,148624,128882,148624,122303,148624,141671,99480,45600
36,ANURSF,"ADI KAVI NANNAYA UNIVERSITY
COLLEGE OF ENGG.-SELF FINANCE",SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,CSE,36742,36742,69666,69666,94487,94487,42924,106733,55883,59382,96164,96164,52088,62664,89084,89084,53408,37042,45600
37,ANURSF,"ADI KAVI NANNAYA UNIVERSITY
COLLEGE OF ENGG.-SELF FINANCE",SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,ECE,57234,57234,99254,99254,135680,135680,135365,135365,91920,101094,57234,120467,76733,77604,102748,102748,74058,79889,45600
38,ANURSF,"ADI KAVI NANNAYA UNIVERSITY
COLLEGE OF ENGG.-SELF FINANCE",SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,EIE,110854,147998,140114,147998,135976,147998,110854,147998,110854,147998,110854,147998,124659,147998,110854,147998,143719,99480,45600
39,ANURSF,"ADI KAVI NANNAYA UNIVERSITY
COLLEGE OF ENGG.-SELF FINANCE",SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,MEC,144851,144851,144851,144851,144851,144851,145331,145331,144851,144851,144851,144851,144851,144851,144851,144851,107474,99480,45600
40,BVCE,"B V CHALAMAIAH ENGINEERING
COLLEGE",PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,AIM,139975,139975,139975,139975,139975,139975,139975,139975,139975,139975,139975,139975,139975,139975,139975,139975,70854,70673,45600
41,BVCE,"B V CHALAMAIAH ENGINEERING
COLLEGE",PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,CAD,60559,60559,136206,146823,138927,138927,120378,120378,82185,88695,60559,60559,138911,138911,95844,95844,63852,68951,45600
42,BVCE,"B V CHALAMAIAH ENGINEERING
COLLEGE",PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,CIV,111366,122077,120674,131933,114344,122077,127799,127799,137653,137653,146101,146101,124638,124638,125769,125769,117117,122710,45600
43,BVCE,"B V CHALAMAIAH ENGINEERING
COLLEGE",PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,CSE,47163,47163,103708,104105,116136,116136,91207,93700,73428,73869,47163,47163,131839,132774,141399,141399,77239,62541,45600
44,BVCE,"B V CHALAMAIAH ENGINEERING
COLLEGE",PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,CSM,66711,96644,145367,145367,137242,137242,123629,141936,145606,145606,66711,96644,87456,96644,74569,132480,71356,72334,45600
45,BVCE,"B V CHALAMAIAH ENGINEERING
COLLEGE",PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,ECE,124965,124965,146477,150569,151445,151445,145302,148778,124965,124965,124965,124965,124965,142675,148187,148187,85797,86136,45600
46,BVCE,"B V CHALAMAIAH ENGINEERING
COLLEGE",PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,EEE,97065,97065,139276,139276,102184,106553,143873,150146,131337,148198,97065,97065,136010,136010,119379,119379,100380,97708,45600
47,BVCE,"B V CHALAMAIAH ENGINEERING
COLLEGE",PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,MEC,130403,139731,130403,143626,131997,146344,150324,150324,139169,146438,130403,139731,146395,148456,138052,139731,122897,135646,45600
48,BVCR,BVC COLLEGE OF ENGINEERING,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2009,AU,CSE,132919,147553,145814,151089,132919,147553,144862,147817,132919,147553,132919,147553,132919,147553,147031,147553,97688,99543,45600
49,BVCR,BVC COLLEGE OF ENGINEERING,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2009,AU,CSM,118245,118245,129363,141811,130522,130522,118245,130790,127562,136713,130055,130055,132359,137557,135798,135798,118490,148157,45600
50,BVCR,BVC COLLEGE OF ENGINEERING,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2009,AU,ECE,141725,141725,150691,150691,141725,141725,143520,143520,141725,141725,141725,141725,141725,141725,141725,141725,132534,119119,45600
51,BVTS,"BONAM VENKATA CHALAMAIAH
INST. OF TECH AND SCI.",PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,AIM,42117,42117,130171,130171,136378,136378,112151,117009,58600,58600,42117,42117,98692,98692,112075,112075,48029,48990,45600
52,BVTS,"BONAM VENKATA CHALAMAIAH
INST. OF TECH AND SCI.",PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,CAD,41737,41737,120849,120849,124863,126096,104385,104385,63549,63549,41737,117256,51060,70890,124961,124961,50064,50715,45600
53,BVTS,"BONAM VENKATA CHALAMAIAH
INST. OF TECH AND SCI.",PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,CIV,100875,100875,147393,151643,151194,151194,136677,136677,135066,144745,100875,100875,132028,145239,134253,134253,107597,95732,45600
54,BVTS,"BONAM VENKATA CHALAMAIAH
INST. OF TECH AND SCI.",PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,CSE,28149,28149,97484,97484,95503,124464,57369,57369,50452,50452,28149,28149,51901,51901,105493,105493,32694,32969,45600
55,BVTS,"BONAM VENKATA CHALAMAIAH
INST. OF TECH AND SCI.",PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,ECE,66756,66756,124499,138247,137184,137184,99682,129975,79146,79146,98070,98070,76589,91658,134661,134661,60324,59507,45600
56,BVTS,"BONAM VENKATA CHALAMAIAH
INST. OF TECH AND SCI.",PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,EEE,83309,83309,138318,138318,87205,150815,134892,134892,119357,127006,83309,83309,131028,133797,97103,97103,89135,86932,45600
57,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,AID,126918,140035,150577,150577,126918,140035,126918,140035,126918,140035,126918,140035,150205,150205,126918,140035,107474,99480,45600
58,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,AIM,148277,148277,148277,148277,148277,148277,148277,148277,148277,148277,148277,148277,148277,148277,148277,148277,107474,150384,45600
59,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,CIV,55196,55196,55196,55196,55196,55196,55196,55196,55196,55196,55196,55196,55196,55196,55196,55196,107474,99480,45600
60,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,CSE,138082,138082,149731,149731,151574,151574,148001,148001,148103,148103,150381,150381,145660,145660,142536,151639,135718,128805,45600
61,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,ECE,94884,94884,136640,136640,94884,94884,94884,144130,148428,148428,94884,94884,94884,94884,94884,94884,132457,132057,45600
62,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,EEE,125724,125724,125724,125724,125724,125724,125724,125724,125724,125724,125724,125724,125724,125724,125724,125724,107474,99480,45600
63,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,MEC,136353,136353,136353,136353,136353,136353,136353,136353,136353,136353,136353,136353,136353,136353,136353,136353,107474,99480,45600
64,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,AUT,118525,118525,118525,118525,118525,118525,118525,118525,118525,118525,118525,118525,118525,118525,118525,118525,107474,99480,45600
65,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,CIV,132394,132394,147833,147833,144116,144116,143400,143400,146538,146538,132394,132394,145599,145599,132394,132394,138673,139094,45600
66,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,CSC,51002,57642,139646,139646,99274,99274,101016,118508,135294,135294,51002,73298,61834,73890,132348,132348,60229,64697,45600
67,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,CSD,47734,51490,151373,151373,146514,146514,83842,87954,75665,79088,47734,63302,59566,63685,125863,125863,56033,58685,45600
68,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,CSE,51807,51807,110608,119672,126140,140268,56056,96779,58146,58146,51807,51807,71278,71278,105749,109243,38770,42108,45600
69,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,CSM,74190,74190,147895,147895,151221,151221,82973,103567,74190,114251,74190,74190,74190,74190,85557,104787,97064,58259,45600
70,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,ECE,122810,122810,148297,149025,138930,139959,122810,142513,122810,122810,122810,122810,125091,125091,136851,136851,59599,61647,45600
71,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,EEE,86019,129899,123750,132902,110897,132921,146923,150587,134913,134913,124402,129899,136720,140416,148810,148810,118785,117793,45600
72,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,MEC,114944,142307,141408,142307,144564,144564,130755,142307,148285,148285,114944,142307,114944,146749,137712,142307,136688,123801,45600
73,GIER,"GODAVARI INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,1998,AU,MIN,118966,118966,118966,118966,118966,118966,118966,118966,118966,118966,118966,118966,118966,118966,118966,118966,107474,99480,45600
74,GIET,GIET ENGINEERING COLLEGE,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2005,AU,CSE,92385,109031,151209,151209,130108,148793,121963,142283,92385,109031,92385,109031,133407,133407,121250,121250,66542,66778,45600
75,GIET,GIET ENGINEERING COLLEGE,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2005,AU,ECE,117534,117534,129876,151340,150490,150490,123624,129344,117534,117534,117534,117534,117534,117534,129772,142480,71001,67556,45600
76,GIET,GIET ENGINEERING COLLEGE,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2005,AU,INF,65286,119619,136869,136869,79816,119619,141101,145186,143369,143369,65286,119619,147347,147347,114247,143439,71530,75455,45600
77,GIET,GIET ENGINEERING COLLEGE,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2005,AU,MEC,151745,151745,151745,151745,151766,151766,151745,151745,151775,151775,106391,151745,151745,151745,151745,151745,126019,99480,45600
78,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,COS,124872,124872,136908,136908,141085,141085,146578,146578,127542,127542,124872,124872,125170,129205,124872,124872,114935,126670,45600
79,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSE,62779,62779,138440,144865,140243,144123,98096,98096,103647,105528,62779,62779,72065,97360,91232,116221,72405,71287,45600
80,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSM,76987,76987,134323,134323,87233,87233,76987,76987,104791,104791,76987,76987,82940,82940,105662,105662,74587,74923,45600
81,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,ECE,64404,91650,138712,138712,146916,146916,109694,109694,105998,105998,118011,118011,126291,126291,124550,124550,83765,84169,45600
82,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,MEC,147984,147984,147984,147984,147984,147984,147984,147984,147984,147984,147984,147984,147984,147984,147984,147984,107474,99480,45600
83,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",PVT,AU,EG,RAJAHMUNDRY,GIRLS,JNTUK,2010,AU,AGR,93395.5,150867,146661,150867,140100,150867,132783,150867,135139,150867,106391,119110,130197,150867,127446,150867,107474,99480,45600
84,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",PVT,AU,EG,RAJAHMUNDRY,GIRLS,JNTUK,2010,AU,AIM,93395.5,77526,146661,105250,140100,87117,132783,112476,135139,99859,106391,100115,130197,149011,127446,127637,107474,103271,45600
85,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",PVT,AU,EG,RAJAHMUNDRY,GIRLS,JNTUK,2010,AU,CAI,93395.5,89397,146661,137206,140100,119078,132783,141339,135139,143252,106391,119110,130197,128997,127446,147033,107474,108047,45600
86,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",PVT,AU,EG,RAJAHMUNDRY,GIRLS,JNTUK,2010,AU,CSE,93395.5,68349,146661,137258,140100,150768,132783,144784,135139,112481,106391,119110,130197,96623,127446,141506,107474,74725,45600
87,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",PVT,AU,EG,RAJAHMUNDRY,GIRLS,JNTUK,2010,AU,DS,93395.5,134473,146661,149334,140100,134473,132783,149491,135139,134473,106391,145371,130197,144002,127446,149695,107474,128726,45600
88,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",PVT,AU,EG,RAJAHMUNDRY,GIRLS,JNTUK,2010,AU,ECA,93395.5,135428,146661,136690,140100,135428,132783,135428,135139,135428,106391,119110,130197,147239,127446,135428,107474,146069,45600
89,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",PVT,AU,EG,RAJAHMUNDRY,GIRLS,JNTUK,2010,AU,ECE,93395.5,150442,146661,150442,140100,150442,132783,150442,135139,150442,106391,150442,130197,150442,127446,150442,107474,108935,45600
90,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",PVT,AU,EG,RAJAHMUNDRY,GIRLS,JNTUK,2010,AU,EVT,93395.5,148349,146661,151272,140100,148349,132783,148349,135139,148349,106391,119110,130197,150351,127446,148349,107474,143092,45600
91,JNKFSF,"SCHOOL OF FOOD TECHNOLOGY
JNTUK KAKINADA-SELF FINANCE",SF,AU,EG,KAKINADA,COED,JNTUK,2020,AU,FDE,87582,117791,151430,151430,133975,151468,121187,121187,98275,117791,111910,117791,119775,138484,135881,135881,119886,90790,45600
92,JNKPSF,"SCHOOL OF PHARMACEUTICAL SCI.
AND TECH.-SELF FINANCE",SF,AU,EG,KAKINADA,COED,JNTUK,2011,AU,PHM,116747,128285,116747,128285,116747,128285,116747,128285,116747,128285,116747,128285,116747,128285,116747,128285,107474,99480,45600
93,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,CIV,30675,30675,33653,33653,40890,73421,32971,32971,51622,51622,30675,30675,33638,33638,94912,94912,36183,43330,45600
94,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,CSE,2567,2994,6301,6301,2567,2994,2567,2994,2567,2994,2567,2994,44548,44548,2567,5794,2618,4435,45600
95,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,ECE,4271,4271,8992,8992,16412,16412,5734,5734,4373,4373,4271,4271,4271,4271,5438,40733,4580,4054,45600
96,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,EEE,10326,10326,21992,21992,32401,32401,20671,20671,17034,19830,10326,45053,14854,15705,13008,43383,10827,8719,45600
97,JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,MEC,11097,20628,40849,44941,38727,65767,42447,42447,21739,51358,11097,20628,22449,45489,33920,33920,15916,38342,45600
98,JNTKSF,"JNTUK COLLEGE OF ENGG. KAKINADA-
SELF FINANCE",SF,AU,EG,KAKINADA,COED,JNTUK,1946,AU,CHE,53946,53946,133830,133830,134062,134062,150461,150461,107921,107921,53946,114097,59389,79038,86578,86578,79358,62595,45600
99,JNTKSF,"JNTUK COLLEGE OF ENGG. KAKINADA-
SELF FINANCE",SF,AU,EG,KAKINADA,COED,JNTUK,1946,AU,PEE,77300,94882,151453,151453,150443,151101,133936,144321,145430,148150,77300,94882,141883,145844,99342,149053,122394,135342,45600
100,JNTKSS,"JNTUK COLLEGE OF ENGG. KAKINADA-
SELF SUPPORTING",SS,AU,EG,KAKINADA,COED,JNTUK,1946,AU,CSM,7638,9725,22261,43724,129248,129248,14441,17499,9555,16538,7638,9725,14966,16423,17763,17763,8687,12624,45600
101,KIEK,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,AID,124139,149012,144645,149012,124139,149012,150891,150891,141495,149012,124139,149012,143352,149090,124139,149012,146396,144419,45600
102,KIEK,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CAI,148210,148210,148210,148210,148210,148210,148210,148210,149007,149007,148210,148210,148210,148210,148210,148210,107474,150808,45600
103,KIEK,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSC,113155,113155,146048,146048,122225,122225,134512,134512,150969,150969,113155,113155,140899,150457,113155,113155,136853,99480,45600
104,KIEK,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSD,150329,150329,150329,150329,150329,150329,150329,150329,150329,150329,150329,150329,150329,150329,150329,150329,107474,99480,45600
105,KIEK,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSM,122457,138947,146354,146354,127757,138947,148593,148593,131616,138947,122457,138947,138241,138947,122457,138947,129016,146329,45600
106,KIET,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,AID,87809,87809,151377,151435,151761,151761,116835,142522,136254,148740,97317,125330,143469,143469,144893,144893,118944,148086,45600
107,KIET,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,CAI,137817,147945,139814,150060,137817,147945,148252,148252,147345,147945,137817,147945,149711,149711,150083,150083,121452,148022,45600
108,KIET,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,CSC,113396,128919,149534,151045,150749,150749,149590,149590,133730,142250,149531,149531,113396,128919,148190,148190,147340,145923,45600
109,KIET,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,CSD,123817,134500,150185,150185,145964,145964,144582,145961,148473,150216,123817,146336,142144,142144,123817,148548,142722,135612,45600
110,KIET,"KAKINADA INSTITUTE OF ENGG. AND
TECHNOLOGY",PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,CSM,137448,137448,147944,147944,148654,148654,137654,150692,137448,149851,137448,137448,149640,149640,137448,137752,128123,150291,45600
111,KIEW,"KAKINADA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",PVT,AU,EG,KAKINADA,GIRLS,JNTUK,2008,AU,AID,93395.5,90725,146661,142175,140100,140618,132783,147609,135139,145029,106391,103337,130197,148373,127446,143465,107474,130708,45600
